2nd (senior),ECE 102 & ECE 102L,ECE 151,ECE 135 & ECE 135L,
2023-24,Environmental Sciences B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/earth-and-planetary-sciences/environmental-sciences-bs
Sample Transfer (Two-Year) Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),ESCI 30,ENVS 25,ESCI 100B,
3rd (junior),ESCI 160,ESCI 100A,EART 20 & EART 20L,
3rd (junior),,,,
4th (senior),"Upper-division
			elective","Upper-division
			elective","ESCI 191 or
ESCI 195*",
4th (senior),"Upper-division
			elective","Upper-division
			elective","Upper-division
			elective",
2023-24,Environmental Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/environmental-studies/environmental-studies-ba
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,"SOC/ANTH/PHIL
            course",ENVS 23,
1st (frosh),,ENVS 25,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,Upper-division ENVS,
2nd (soph),STAT 7 & STAT 7L,,,
2nd (soph),WRIT 2**,,,
3rd (junior),"Upper-division ENVS
            (social science)","Upper-division ENVS
            (natural science)",Upper-division ENVS,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Upper-division ENVS,Upper-division ENVS,Upper-division ENVS,
4th (senior),,,"Comprehensive 
            requirement",
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division ENVS,
3rd (junior),,Upper-division ENVS,"Upper-division ENVS
            (social science)",
3rd (junior),,,,
4th (senior),Upper-division ENVS,Upper-division ENVS,"Comprehensive
            requirement",
4th (senior),Upper-division ENVS,"Upper-division ENVS
            (natural science)",,
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,ENVS 25,ENVS 23,
1st (frosh),,SOC/ANTH/PHIL course,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,ENVS upper-division,
2nd (soph),STAT 7 & STAT 7L,,,
2nd (soph),WRIT 2**,,,
3rd (junior),ENVS 115A & ENVS 115L,ENVS 115B,ENVS 115C,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),"ENVS upper-division
            (social science)","ENVS upper-division
            (natural science)",ENVS upper-division,
4th (senior),,,"Comprehensive
            requirement",
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,ENVS upper-division,
1st (junior),,"ENVS upper-division
            (social science)","ENVS upper-division
            (natural science)",
1st (junior),,,,
2nd (senior),ENVS 115A & ENVS 115L,ENVS 115B,ENVS 115C,
2nd (senior),,ENVS upper-division,"Comprehensive
            requirement",
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"MATH 3
            or AM 3",ENVS 25,ENVS 23,
1st (frosh),,SOC/ANTH/PHIL course,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),"ENVS 24
            or BIOE 20C",ENVS 100 & ENVS 100L*,"ENVS 147
            or ENVS 172",
2nd (soph),STAT 7 & STAT 7L,,,
2nd (soph),WRIT 2**,,,
3rd (junior),"ENVS 158
            or ENVS 173","ENVS upper-division
            (concentration elective)","ENVS upper-division
            (concentration elective)",
3rd (junior),,,,
3rd (junior),,,,
4th (senior),"ENVS upper-division
            (natural science)",ENVS upper-division,ENVS upper-division,
4th (senior),,,"Comprehensive
            requirement",
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,"ENVS upper-division
            (concentration elective)",
1st (junior),,"ENVS 147
            or ENVS 172",,
1st (junior),,,,
2nd (senior),"ENVS 158
            or ENVS 173","ENVS upper-division
            (concentration elective)",ENVS upper-division,
2nd (senior),"ENVS upper-division
            (natural science)",ENVS upper-division,"Comprehensive
            requirement",
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,ENVS 25,ENVS 23,
1st (frosh),College 1,SOC/ANTH/PHIL course,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,ENVS 140 or ENVS 150,
2nd (soph),STAT 7 & STAT 7L,,,
2nd (soph),WRIT 2**,,,
3rd (junior),ENVS 120 or ENVS 160,"ENVS upper-division
            (concentration elective)","ENVS upper-division
            (concentration elective)",
3rd (junior),,,,
3rd (junior),,,,
4th (senior),ENVS upper-division,"ENVS upper-division
            (field course)",ENVS upper-division,
4th (senior),,,"Comprehensive
            requirement",
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,ENVS 140 or ENVS 150,
1st (junior),,,"ENVS upper-division
            (concentration elective)",
1st (junior),,,,
2nd (senior),ENVS 120 or ENVS 160,"ENVS upper-division
            (concentration elective)",ENVS upper-division,
2nd (senior),"ENVS upper-division
            (field course)",ENVS upper-division,"Comprehensive
            requirement",
2023-24,Biology Combined Major B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/environmental-studies/environmental-studiesbiology-combined-major-ba
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,CHEM 3A,CHEM 3B/CHEM 3L,
1st (frosh),College 1,ENVS 25,"SOCY/ANTH/PHIL
			course",
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOE 20C,ENVS 100 & ENVS 100L*,BIOE 20B,
2nd (soph),STAT 7 & STAT 7L,BIOL 20A,CHEM 3C,
2nd (soph),WRIT 2**,,,
3rd (junior),BIOL 105,BIOE 109,Upper-division BIOE,
3rd (junior),Upper-division ENVS,PHYS 1,Upper-division ENVS,
3rd (junior),,,,
4th (senior),Upper-division BIOE,Upper-division BIOE,"Comprehensive 
			requirement",
4th (senior),"Upper-division ENVS
			(social sciences)",,,
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division ENVS,
3rd (junior),,BIOL 105,BIOE 109,
3rd (junior),,,,
4th (senior),"Upper-division ENVS
			(social sciences)",Upper-division ENVS,Upper-division BIOE,
4th (senior),Upper-division BIOE,Upper-division BIOE,"Comprehensive
			requirement",
2023-24,Earth Sciences Combined Major B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/environmental-studies/environmental-studiesearth-sciences-combined-major-ba
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,ENVS 25,CHEM 3A,
1st (frosh),College 1,EART 5 & EART 5L,"SOCY/ANTH/PHIL
            course",
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ENVS 24 or BIOE 20C,ENVS 100 & ENVS 100L*,CHEM 3B & CHEM 3BL,
2nd (soph),STAT 7 & STAT 7L,MATH 11A,"PHYS 6A & PHYS 6L or
PHYS 5A & PHYS 5L",
2nd (soph),WRIT 2*,,,
3rd (junior),CHEM 3C,Upper-division ENVS,"PHYS 6B & PHYS 6M or
PHYS 5B & PHYS 5M",
3rd (junior),MATH 11B,EART 110B & EART 110M,Upper-division ENVS,
3rd (junior),,,,
4th (senior),Upper-division EART,Upper-division EART,Upper-division EART,
4th (senior),"Upper-division ENVS
            (social sciences)",,"Comprehensive 
            requirement",
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L*,Upper-division EART,
3rd (junior),MATH 11B,EART 110B & EART 110M,Upper-division ENVS,
3rd (junior),,,,
4th (senior),Upper-division ENVS,"Upper-division ENVS
            (social sciences)","Comprehensive
            requirement",
4th (senior),Upper-division EART,Upper-division EART,,
2023-24,Economics Combined Major B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/environmental-studies/environmental-studieseconomics-combined-major-ba
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,ENVS 25,ENVS 23,
1st (frosh),College 1,ECON 1,ECON 2,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ENVS 24 or BIOE 20C,STAT 7 & STAT 7L,"SOCY/ANTH/PHIL
            course",
2nd (soph),AM 11A,AM 11B,ECON 100A or ECON 100M,
2nd (soph),WRIT 2**,,,
3rd (junior),ECON 113,ENVS 100 & ENVS 100L*,"Upper-division ENVS
            (natural science)",
3rd (junior),,Upper-division ECON,Upper-division ECON,
3rd (junior),,,,
4th (senior),Upper-division ENVS,Upper-division ENVS,"Comprehensive 
            requirement",
4th (senior),Upper-division ECON,,,
This planner assumes that a student has placed into MATH 3 or AM 3.
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),ECON 100A or ECON 100M,ECON 113,"Upper-division ENVS
            (natural sciences)",
3rd (junior),STAT 7 & STAT 7L,ENVS 100 & ENVS 100L,Upper-division ECON,
3rd (junior),,,,
4th (senior),Upper-division ENVS,Upper-division ENVS,"Comprehensive
            requirement",
4th (senior),Upper-division ECON,Upper-division ECON,,
2023-24,Feminist Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/feminist-studies/feminist-studies-ba
Four Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),FMST 1,FMST 100,FMST lower-division core,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),FMST elective,FMST elective,FMST elective,
3rd (junior),,FMST elective,,
3rd (junior),,,,
4th (senior),FMST elective,"FMST 194 or
FMST 195",FMST elective,
4th (senior),FMST elective,,,
Two Year Plan for Transfer Students:
,Fall,Winter,Spring,Summer
Entering,,,,Kresge 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),FMST 1,FMST 100,FMST elective,
3rd (junior),FMST lower-division core,,FMST elective,
3rd (junior),FMST elective*,,,
4th (senior),FMST elective,FMST elective,FMST 194 or 195,
2023-24,Film and Digital Media B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/arts-division/film-and-digital-media/film-and-digital-media-ba
Plan One
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),FILM 20A,"FILM 20B or FILM 20C or
FILM 20P","FILM 20B or FILM 20C or
FILM 20P",
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM 120,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (jr),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM upper-division elective,FILM upper-division elective,
3rd (jr),FILM upper-division elective,,,
3rd (jr),,,,
4th (sr),"FILM upper-division elective 
            (diversity requirement)",FILM upper-division elective,"FILM 194 or FILM 196 or
            FILM 197",
4th (sr),,,,
Plan Two
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),FILM 80,WRIT 1/WRIT 1E (if needed),FILM 20B,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),FILM 20A,FILM 20C,FILM 120,
2nd (soph),WRIT 2*,,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
2nd (soph),,,,
3rd (jr),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136","FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM upper-division elective,
3rd (jr),FILM upper-division elective,FILM upper-division elective,,
3rd (jr),,,,
4th (sr),"FILM upper-division elective 
            (diversity requirement)",FILM upper-division elective,"FILM 194 or FILM 196 or
            FILM 197",
4th (sr),,,,
Two-Year Transfer Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (jr),FILM 20A,FILM 20C,FILM 20B,
3rd (jr),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM 120,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
3rd (jr),,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",,
4th (sr),FILM upper-division elective,FILM upper-division elective,FILM upper-division elective,
4th (sr),"FILM upper-division elective 
            (diversity requirement)",FILM upper-division elective,"FILM 194 or FILM 196 or
            FILM 197",
Plan One
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),FILM 20A,FILM 20C,FILM 20B or FILM 20P,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM 120,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
2nd (soph),WRIT 2*,,FILM upper-division elective,
2nd (soph),,,,
3rd (jr),"FILM 170A or
FILM 170B","FILM 130 or FILM 132 or
            FILM 134 or FILM 136","FILM upper-division elective
            (diversity requirement)",
3rd (jr),,,FILM upper-division production,
3rd (jr),,,,
4th (sr),FILM upper-division production,FILM 199,"FILM 195 or
            FILM 196 or
FILM 197",
4th (sr),FILM 194,FILM upper-division production,,
Plan Two
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),FILM 80,FILM 20B,FILM 20C,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),FILM 20A,FILM 120,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
2nd (soph),WRIT 2^,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136","FILM upper-division elective
            (diversity requirement)",
2nd (soph),,,,
3rd (jr),"FILM 170A or
FILM 170B","FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM upper-division elective,
3rd (jr),,,FILM upper-division production,
3rd (jr),,,,
4th (sr),FILM upper-division production,FILM upper-division production,"FILM 195 or
            FILM 196 or
FILM 197",
4th (sr),FILM 194,FILM 199,,
Two-Year Transfer Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),FILM 20A,FILM 20C,FILM 20B,
3rd (junior),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM 120,"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",
3rd (junior),,"FILM 170A or
FILM 170B",FILM upper-division production,
4th (senior),"FILM 130 or FILM 132 or
            FILM 134 or FILM 136",FILM upper-division elective,"FILM upper-division elective
            (diversity requirement)",
4th (senior),FILM upper-division production,FILM upper-division production,"FILM 195 or
            FILM 196 or
FILM 197",
2023-24,Global and Community Health B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/global-and-community-health-ba/global-and-community-health-ba
Plan One for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),GCH 1,Lower-Div GCH Competency 1,Lower-Div GCH Competency 3,
1st (frosh),College 1,Lower-Div GCH Competency 2,Lower-Div GCH Competency 4,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),"Social Analysis for
			GCH Req",Upper-Div GCH Area,Upper-Div GCH Area,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),Upper-Div GCH Area,Upper-Div GCH Area,Upper-Div GCH Area,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),CMMU 165,GCH 190 or GCH 199A,GCH 195,
4th (senior),Upper-Div GCH Area,,,
Plan Two for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),GCH 1,Lower-Div GCH Competency 3,Upper-Div GCH Area,
3rd (junior),"Lower-Div GCH
			Competency 1",Lower-Div GCH Competency 4,Upper-Div GCH Area,
3rd (junior),"Lower-Div GCH
			Competency 2",Upper Div GCH Area,Upper-Div GCH Area,
4th (senior),CMMU 165,GCH 190 or GCH 199A,GCH 195,
4th (senior),"Social Analysis for
			GCH Req",Upper-Div GCH Area,,
2023-24,Global and Community Health B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/molecular-cell-and-developmental-biology/global-and-community-health-bs
Additional first-year student sample planners
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),MATH 11A,MATH 11B,BIOL 20A,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOE 20B,BIOL 20L,BIOL 100,
2nd (soph),GCH 1,CHEM 8B & CHEM 8M,STAT 7 & STAT 7L,
2nd (soph),CHEM 8A & CHEM 8L,,METX 115,
2nd (soph),WRIT 2*,,,
3rd (junior),BIOL 105,BIOL 101,BIOL 110,
3rd (junior),SPAN 1,PHYS 6B,SPAN 3,
3rd (junior),PHYS 6A & PHYS 6L,SPAN 2,BIOL 113,
4th (senior),BIOL 130 & BIOL 130L,GCH 195,BIOL 189,
4th (senior),SPAN 4,SPAN 5M,GCH 190,
"Sample Global and Community Health B.S., Biomedical Concentration, Transfer Two-Year Planner"
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),BIOL 105,BIOL 100,BIOL 101,
3rd (junior),GCH 1,PHYS 6B,METX115,
3rd (junior),PHYS 6A & PHYS 6L,"SPAN 1
STAT 7 & STAT 7L","SPAN 2
PHYS 6C",
4th (senior),BIOL 110,BIOL 130 & BIOL 130L,SPAN 5M,
4th (senior),,SPAN 4,BIOL 189,
Additional first-year student sample planners
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),MATH 11A,MATH 11B,BIOL 20A,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOE 20B,METX 41,CHEM 8B & CHEM 8M,
2nd (soph),BIOL 20L,CHEM 8A & CHEM 8L,Lower-Division Breadth,
2nd (soph),GCH 1,,,
2nd (soph),WRIT 2*,,,
3rd (junior),NON-STEM Elective 1,CMMU 165,BIOL 113,
3rd (junior),BIOL 100,STEM Elective,METX 115,
3rd (junior),STAT 7 & STAT 7L,,GCH 195,
4th (senior),,Non-STEM Elective 2,BIOL 189,
4th (senior),GCH 190,,,
4th (senior),,,,
Additional transfer student sample planners
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),BIOL 100,METX 41,METX 115,
3rd (junior),GCH 1,STAT 7 & STAT 7L,NON-STEM Elective 2,
3rd (junior),,NON-STEM Elective 1,BIOL 113,
4th (senior),,,,
4th (senior),STEM Elective,CMMU 165,BIOL 189,
2023-24,Global Economics B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/economics/global-economics-ba
Sample Frosh Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3 or AM 3,ECON 1,ECON 2,
1st (frosh),Language,AM 11A/ECON 11A,AM 11B/ECON 11B,
1st (frosh),College 1,Language,Language,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ECON 100A,ECON 100B,ECON 113,
2nd (soph),Language,STAT 17 & STAT 17L,Language,
2nd (soph),WRIT 2*,Language,,
3rd (junior),"Study abroad for at
            least one quarter.
            Students can apply up
            to two courses from
            study abroad toward
            major requirements.
            Could be upper-division
            ECON electives or
            Area Studies or
            a combination of both.",,,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),ECON elective,ECON 104 or ECON 197,ECON elective,
4th (senior),ECON elective,ECON elective,Field Study (optional),
Sample Transfer Planner
,,Fall,Winter
,Summer,Entering,
Entering,,,"Study abroad (or fall quarter senior year).
            Students can apply up to two courses from study abroad toward major requirements. Could be upper-division ECON electives or Area Studies or a combination of both."
"Study abroad (or fall quarter senior year).
            Students can apply up to two courses from study abroad toward major requirements. Could be upper-division ECON electives or Area Studies or a combination of both.",,,
"Study abroad (or fall quarter senior year).
            Students can apply up to two courses from study abroad toward major requirements. Could be upper-division ECON electives or Area Studies or a combination of both.",KRSG 1T,"Study abroad (or fall quarter senior year).
            Students can apply up to two courses from study abroad toward major requirements. Could be upper-division ECON electives or Area Studies or a combination of both.",
"Study abroad (or fall quarter senior year).
            Students can apply up to two courses from study abroad toward major requirements. Could be upper-division ECON electives or Area Studies or a combination of both.",,,Summer Edge (optional)
3rd (junior),,AM 11B/ECON 11B,ECON 100A
3rd (junior),,3rd (junior),ECON elective
3rd (junior),ECON elective,,3rd (junior)
3rd (junior),,Area Study,
4th (senior),,ECON 113,ECON elective
4th (senior),,4th (senior),ECON elective
4th (senior),,,4th (senior)
2023-24,History B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/history/history-ba
Sample Four Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"Lower-division survey, concentration",Lower-division breadth area No. 1,Lower-division breadth area No. 2,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),Lower-division concentration,HIS 100,Upper-division breadth area No. 1,
2nd (soph),,WRIT 2*,,
2nd (soph),,,,
3rd (junior),Upper-division concentration,Upper-division breadth area No. 2,Upper-division concentration,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Upper-division concentration,"Exit seminar, concentration",Upper-division elective (any),
4th (senior),,,,
Sample Three Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st Year,"Lower-division survey, concentration",Lower-division breadth area No. 1,Lower-division breadth area No. 2,
1st Year,,WRIT 1/WRIT 1E (if needed),,
1st Year,,,,
2nd Year,Lower-division concentration,HIS 100,Upper-division breadth area No. 1,
2nd Year,WRIT 2*,,,
2nd Year,,Upper-division concentration,Upper-division concentration,
2nd Year,,,,
3rd Year,Upper-division concentration,"Exit seminar, concentration",Upper-division breadth area No. 2,
3rd Year,,,Upper-division elective (any),
Sample Transfer Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
Entering,"Lower-division survey, concentration",Lower-division breadth area No. 1,Lower-division breadth area No. 2,
Entering,,,,
Entering,,,,
1st (junior),HIS 100,Lower-division concentration,Upper-division concentration,
1st (junior),Upper-division concentration,Upper-division breadth area No. 1,Upper-division breadth area No. 2,
1st (junior),,,,
2nd (senior),Upper-division concentration,"Exit seminar, concentration",Upper-division elective (any),
2nd (senior),,,,
Sample Intensive Major Four-Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"Lower-division survey, concentration",Lower-division breadth area No. 1,Lower-division breadth area No. 2,
1st (frosh),Language 1,Language 2,Language 3,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),Lower-division concentration,HIS 100,Upper-division breadth area No. 1,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),Upper-division concentration,Upper-division breadth area No. 2,Upper-division concentration,
3rd (junior),,Upper-division concentration,,
3rd (junior),,,,
4th (senior),"Exit seminar, concentration",Research course,Research course,
4th (senior),,Upper-division elective (any),Upper-division elective (any),
Sample Intensive Major Transfer Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
Entering,Lower-division concentration,Lower-division breadth area No. 1,Lower-division breadth area No. 2,
Entering,,,,
Entering,,,,
1st (junior),HIS 100,Lower-division concentration,Upper-division concentration,
1st (junior),Upper-division concentration,Upper-division breadth area No. 1,Upper-division breadth area No. 2,
1st (junior),Language 1,Language 2,Language 3,
2nd (senior),Upper-division concentration,Research course,Research course,
2nd (senior),"Exit seminar, concentration",Upper-division elective (any),Upper-division elective (any),
2023-24,History of Art and Visual Culture B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/arts-division/history-of-art-and-visual-culture/history-of-art-and-visual-culture-ba
Four-Year Freshman Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
Year 1 (Fr),HAVC LD regional requirement,HAVC LD regional requirement,HAVC LD regional requirement,
Year 1 (Fr),,WRIT 1/WRIT 1E (if needed),,
Year 1 (Fr),,,,
Year 2 (So),HAVC LD regional requirement,HAVC 100A,HAVC UD regional requirement,
Year 2 (So),WRIT 2*,,,
Year 2 (So),,,,
Year 3 (Jr),HAVC UD regional requirement,HAVC UD (any region),HAVC UD (any region),
Year 3 (Jr),,,,
Year 3 (Jr),,,,
Year 4 (Sr),HAVC UD (any region),HAVC UD (any region),HAVC UD (any region),
Year 4 (Sr),HAVC seminar,,,
Two-Year Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
Year 1 (Jr),HAVC LD regional requirement,HAVC 100A,HAVC LD regional requirement,
Year 1 (Jr),HAVC LD regional requirement,HAVC LD regional requirement,HAVC UD regional requirement,
Year 1 (Jr),,,HAVC UD (any region),
Year 2 (Sr),HAVC UD regional requirement,HAVC UD (any region),HAVC UD (any region),
Year 2 (Sr),HAVC seminar,HAVC UD (any region),HAVC UD (any region),
Four-Year Freshman Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Year 1 (Fr),"HAVC LD
			regional
			requirement","HAVC LD
			regional
			requirement","HAVC LD
			regional
			requirement",
Year 1 (Fr),College 1,WRIT 1/WRIT 1E (if needed),,
